brand,name,description,category,product_type,cleaned_desc
moov,Moov Cosmetics Caribbean Wedding Collection,"The Moov Cosmetics Caribbean Wedding Collection is a vegan nail colour that has the perfect soft pastel shades for that romantic getaway.Features:VeganLonger lasting wearCreamy applicationDirections: Apply two coats, best results with Moov 2-in-1 Prime & Prep application.Ingredients: Butyl Acetate, Ethyl Acetate, Nitrocellulose, Adipic A  d/Neopentyl, Gloycol/Trimellitic Anhydride, Copolymer, Tributyl   trate, Isopropyl Alcohol, Strearalkonium Bentonite, Acrylates Copolymer, Silica,Benzophenone-1, Trimethylpentanediyl DibenzoateNatural, Vegan, Gluten Free, Fair Trade, Sugar Free, Non-GMO, Dairy Free",,nail_polish,moov cosmetic caribbean wedding collection vegan nail colour perfect soft pastel shade romantic getaway feature veganlonger lasting wearcreamy applicationdirections apply two coat best result moov prime prep application ingredient butyl acetate ethyl acetate nitrocellulose adipic a  d neopentyl gloycol trimellitic anhydride copolymer tributyl   trate isopropyl alcohol strearalkonium bentonite acrylate copolymer silica benzophenone trimethylpentanediyl dibenzoatenatural vegan gluten free fair trade sugar free non gmo dairy free
l'oreal,L'Oreal Infallible Nail Polish in Iconic Indigo ,"L'Oreal Infallible Nail Polish gives you fantastic gel-like nail colour with a tinted top coat to match!This Infallible nail polish has an exclusive hybrid combo of silicone and Flex-Resin™ that 
interact with one another to create a unique matrix. The formulas are a 
combination of film forming polymer, gellifying agents and crystal 
copolymer designed to bring durability, adhesion to nail and brilliant 
shine. Provides a smooth, plump, spectacular gel shine manicure that 
lasts.Features: Up to 12-day wear
Spectacular gel shine
Matching tinted top coat
No nail damage
Easy to remove",,nail_polish,oreal infallible nail polish give fantastic gel like nail colour tinted top coat match infallible nail polish exclusive hybrid combo silicone flex resin interact one another create unique matrix formula combination film forming polymer gellifying agent crystal copolymer designed bring durability adhesion nail brilliant shine provides smooth plump spectacular gel shine manicure last feature day wear spectacular gel shine matching tinted top coat nail damage easy remove
l'oreal,L'Oreal Infallible Nail Polish in Ocean Infini,"L'Oreal Infallible Nail Polish gives you fantastic gel-like nail colour with a tinted top coat to match!This Infallible nail polish has an exclusive hybrid combo of silicone and Flex-Resin™ that 
interact with one another to create a unique matrix. The formulas are a 
combination of film forming polymer, gellifying agents and crystal 
copolymer designed to bring durability, adhesion to nail and brilliant 
shine. Provides a smooth, plump, spectacular gel shine manicure that 
lasts.Features: Up to 12-day wear
Spectacular gel shine
Matching tinted top coat
No nail damage
Easy to remove",,nail_polish,oreal infallible nail polish give fantastic gel like nail colour tinted top coat match infallible nail polish exclusive hybrid combo silicone flex resin interact one another create unique matrix formula combination film forming polymer gellifying agent crystal copolymer designed bring durability adhesion nail brilliant shine provides smooth plump spectacular gel shine manicure last feature day wear spectacular gel shine matching tinted top coat nail damage easy remove
misa,Misa Nail Laquer,"Misa's original nail lacquer formula was developed to meet the product requirements of demanding nail techni  ans. Each lacquer is properly balanced with resin, plasti  zer and nitrocellulose to provide a durable film that offers high gloss, exceptional wear and maximum protection for the nail.The lacquers provide durability for the ultimate in chip-free results, with each lacquer offering a carefully balanced blend of film formers that are not adversely affected when exposed to water or detergents. The formula is nonfading with lasting color fidelity over time, as the use of UV absorbers helps maintain the true colors. The lacquers maintain an excellent shelf life, with a formula that prevents pigment migration, striation, settling and syneresis over longer periods of time than most other nail enamel formulas. And, as we guarantee, the chip-resistant polishes promise superior wear and exceptional gloss retention, while helping to condition, protect, strengthen and reinforce the natural nail.",,nail_polish,misa original nail lacquer formula developed meet product requirement demanding nail techni  an lacquer properly balanced resin plasti  zer nitrocellulose provide durable film offer high gloss exceptional wear maximum protection nail lacquer provide durability ultimate chip free result lacquer offering carefully balanced blend film former adversely affected exposed water detergent formula nonfading lasting color fidelity time use uv absorber help maintain true color lacquer maintain excellent shelf life formula prevents pigment migration striation settling syneresis longer period time nail enamel formula guarantee chip resistant polish promise superior wear exceptional gloss retention helping condition protect strengthen reinforce natural nail
l'oreal,L'Oreal Infallible Nail Polish in Petale Revival,"L'Oreal Infallible Nail Polish gives you fantastic gel-like nail colour with a tinted top coat to match!This Infallible nail polish has an exclusive hybrid combo of silicone and Flex-Resin™ that 
interact with one another to create a unique matrix. The formulas are a 
combination of film forming polymer, gellifying agents and crystal 
copolymer designed to bring durability, adhesion to nail and brilliant 
shine. Provides a smooth, plump, spectacular gel shine manicure that 
lasts.Features: Up to 12-day wear
Spectacular gel shine
Matching tinted top coat
No nail damage
Easy to remove",,nail_polish,oreal infallible nail polish give fantastic gel like nail colour tinted top coat match infallible nail polish exclusive hybrid combo silicone flex resin interact one another create unique matrix formula combination film forming polymer gellifying agent crystal copolymer designed bring durability adhesion nail brilliant shine provides smooth plump spectacular gel shine manicure last feature day wear spectacular gel shine matching tinted top coat nail damage easy remove
salon perfect,Salon Perfect Nail Lacquer ,"Salon Perfect Nail Lacquer has a color for every occasion. Dress up your nails with 32 core shades, limited edition collections, and spe  alty top coats. These professional, salon-tested formulas come in long-wearing cremes, shimmers, glitters, metallics, neons and top coats.Features:Fashion-forward colorsLong-lasting professional formulas1 Coat Coverage Brush 3 Free FormulaDirections: Trim & File Nails. Push Cuticles Back. Clean Nails. Apply One Thin Coat of Nail Polish (wait 1-2 minutes for dry). Apply 2-3 Additional Thin Coats (to preferred coverage).",,nail_polish,salon perfect nail lacquer color every occasion dress nail core shade limited edition collection spe  alty top coat professional salon tested formula come long wearing cremes shimmer glitter metallic neon top coat feature fashion forward colorslong lasting professional formula coat coverage brush free formuladirections trim file nail push cuticle back clean nail apply one thin coat nail polish wait minute dry apply additional thin coat preferred coverage
moov,Moov Cosmetics Home Grown Canuck Collection,"The Moov Cosmetics Home Grown Canuck Collection is a vegan nail colour that has a fun representation of shades from East to West.Features:VeganLonger lasting wearCreamy applicationDirections: Apply two coats, best results with Moov 2-in-1 Prime & Prep application.Ingredients: Butyl Acetate, Ethyl Acetate, Nitrocellulose, Adipic A  d/Neopentyl, Gloycol/Trimellitic Anhydride, Copolymer, Tributyl   trate, Isopropyl Alcohol, Strearalkonium Bentonite, Acrylates Copolymer, Silica,Benzophenone-1, Trimethylpentanediyl DibenzoateNatural, Vegan, Gluten Free, Fair Trade, Sugar Free, Non-GMO, Dairy Free",,nail_polish,moov cosmetic home grown canuck collection vegan nail colour fun representation shade east west feature veganlonger lasting wearcreamy applicationdirections apply two coat best result moov prime prep application ingredient butyl acetate ethyl acetate nitrocellulose adipic a  d neopentyl gloycol trimellitic anhydride copolymer tributyl   trate isopropyl alcohol strearalkonium bentonite acrylate copolymer silica benzophenone trimethylpentanediyl dibenzoatenatural vegan gluten free fair trade sugar free non gmo dairy free
l'oreal,L'Oreal Infallible Nail Polish in Irresistible Bonbon,"L'Oreal Infallible Nail Polish gives you fantastic gel-like nail colour with a tinted top coat to match!This Infallible nail polish has an exclusive hybrid combo of silicone and Flex-Resin™ that 
interact with one another to create a unique matrix. The formulas are a 
combination of film forming polymer, gellifying agents and crystal 
copolymer designed to bring durability, adhesion to nail and brilliant 
shine. Provides a smooth, plump, spectacular gel shine manicure that 
lasts.Features: Up to 12-day wear
Spectacular gel shine
Matching tinted top coat
No nail damage
Easy to remove",,nail_polish,oreal infallible nail polish give fantastic gel like nail colour tinted top coat match infallible nail polish exclusive hybrid combo silicone flex resin interact one another create unique matrix formula combination film forming polymer gellifying agent crystal copolymer designed bring durability adhesion nail brilliant shine provides smooth plump spectacular gel shine manicure last feature day wear spectacular gel shine matching tinted top coat nail damage easy remove
orly,Orly EPIX Flexible Sealcoat,"Orly introduces the next big thing in the industry. EPIX Flexible Color is a 2 step manicure system that has a long wearing formula with smudge-fixing technology.Features:Dries faster - in less than 8 minutesLasts longer - over a weekInnovative Smudge-Fixing Technology allows the formula to remain elastic and flex with the nail, making smudges and chips a thing of the pastApplies easily and removes like a polishNew Custom 600 Bristle Count Brush Technology and Gripper Cap provide pre  se application and even coverage on the nailDelivers a high shine finishHow Does it Work?Step 1 Flexible Colour: Begin by performing a dry manicure. Lightly buff nails and clean nail surface with alcohol.  Apply an even coat of EPIX Flexible Color to all ten nails.  Apply a second coat for full coverageStep 2 Flexible Sealcoat: Finish with 1 coat of EPIX Flexible Sealcoat to seal in color and shine.  For extended wear, reapply Sealcoat after three days.* Smudges will continue to self-repair until the Flexible Color is fully dry.",,nail_polish,orly introduces next big thing industry epix flexible color step manicure system long wearing formula smudge fixing technology feature dry faster le minuteslasts longer weekinnovative smudge fixing technology allows formula remain elastic flex nail making smudge chip thing pastapplies easily remove like polishnew custom bristle count brush technology gripper cap provide pre  se application even coverage naildelivers high shine finishhow work step flexible colour begin performing dry manicure lightly buff nail clean nail surface alcohol apply even coat epix flexible color ten nail apply second coat full coveragestep flexible sealcoat finish coat epix flexible sealcoat seal color shine extended wear reapply sealcoat three day smudge continue self repair flexible color fully dry
orly,Orly Nail Lacquer,"As one of the nail care industry's renowned color houses Orly has established a dynamic palette composed 
of subtle sheers, vivid crèmes, dazzling shimmers, smooth glitters and 
hot neons! Plus, each ORLY lacquer is free of DBP, Toluene, Formaldehyde
 and features Orly's award-winning Gripper Cap.",,nail_polish,one nail care industry renowned color house orly established dynamic palette composed subtle sheers vivid cr me dazzling shimmer smooth glitter hot neon plus orly lacquer free dbp toluene formaldehyde feature orly award winning gripper cap
orly,Orly EPIX Flexible Color ,"Orly introduces the next big thing in the industry. EPIX Flexible Color is a 2 step manicure system that has a long wearing formula with smudge-fixing technology.Features:Dries faster - in less than 8 minutesLasts longer - over a weekInnovative Smudge-Fixing Technology allows the formula to remain elastic and flex with the nail, making smudges and chips a thing of the pastApplies easily and removes like a polishNew Custom 600 Bristle Count Brush Technology and Gripper Cap provide pre  se application and even coverage on the nailDelivers a high shine finishHow Does it Work?Step 1 Flexible Colour: Begin by performing a dry manicure. Lightly buff nails and clean nail surface with alcohol.  Apply an even coat of EPIX Flexible Color to all ten nails.  Apply a second coat for full coverage.Step 2 Flexible Sealcoat: Finish with 1 coat of EPIX Flexible Sealcoat to seal in color and shine.  For extended wear, reapply Sealcoat after three days.* Smudges will continue to self-repair until the Flexible Color is fully dry.",,nail_polish,orly introduces next big thing industry epix flexible color step manicure system long wearing formula smudge fixing technology feature dry faster le minuteslasts longer weekinnovative smudge fixing technology allows formula remain elastic flex nail making smudge chip thing pastapplies easily remove like polishnew custom bristle count brush technology gripper cap provide pre  se application even coverage naildelivers high shine finishhow work step flexible colour begin performing dry manicure lightly buff nail clean nail surface alcohol apply even coat epix flexible color ten nail apply second coat full coverage step flexible sealcoat finish coat epix flexible sealcoat seal color shine extended wear reapply sealcoat three day smudge continue self repair flexible color fully dry
orly,Orly Nail Lacquer ,"As one of the nail care industry's renowned color houses Orly has established a dynamic palette composed 
of subtle sheers, vivid crèmes, dazzling shimmers, smooth glitters and 
hot neons! Plus, each ORLY lacquer is free of DBP, Toluene, Formaldehyde
 and features Orly's award-winning Gripper Cap.",,nail_polish,one nail care industry renowned color house orly established dynamic palette composed subtle sheers vivid cr me dazzling shimmer smooth glitter hot neon plus orly lacquer free dbp toluene formaldehyde feature orly award winning gripper cap
wet n wild,Wet n Wild Wild Shine Nail Colour ,"Wet n Wild's claim to fame! This brand was launched in 1979 with this epic nail polish and it is one of their top-sellers. Why? Here’s what we think: not only are they just straight up awesome, but we’ve got every color, texture, and effect that you can possibly think of: creams, metallics, glitters, you name it! After decades of these flying off the shelves, they're pretty sure you already have a couple stashed away, but with so many colors, you can always add a new one – or double up! Everyone we talk to agrees—this is simply the best nail polish brand out there.Features:Purse Pride! New improved formula and packaging!High-shine finish in every color imaginable!3-Free: No Formaldehyde, Toluene, or PhthalatesStill the #1 selling nail polish in the market!Ingredients: Butyl Acetate, Ethyl Acetate, Nitrocellulose, Tosylamide/Epoxy Resin, Acetyl Tributyl   trate, Isopropyl Alcohol, Triphenyl Phosphate, Stearalkonium Bentonite, Phthalic Anhydride/Trimellitic Anhydride/Glycols Copolymer, Silica, Etocrylene, Diacetone Alcohol, Trimethylpentanediyl Dibenzoate, Alumina, Titanium Di /   77891 ",,nail_polish,wet wild claim fame brand launched epic nail polish one top seller think straight awesome got every color texture effect possibly think cream metallic glitter name decade flying shelf pretty sure already couple stashed away many color always add new one double everyone talk agrees simply best nail polish brand feature purse pride new improved formula packaging high shine finish every color imaginable free formaldehyde toluene phthalatesstill selling nail polish market ingredient butyl acetate ethyl acetate nitrocellulose tosylamide epoxy resin acetyl tributyl   trate isopropyl alcohol triphenyl phosphate stearalkonium bentonite phthalic anhydride trimellitic anhydride glycol copolymer silica etocrylene diacetone alcohol trimethylpentanediyl dibenzoate alumina titanium di    
maybelline,Maybelline Color Show Nail Lacquer Jewels ,"Maybelline Color Show Nail Lacquer Jewels collection features jeweled nail lacquer top coats straight from the shows!Features:Adorns your nails with textured gem effectsTrendy top coat nail art designsEasy-flow brushFormaldehyde, DBP and Toluene freeShade Range: (left to right: Mosaic Prism, Platinum Adorn)For Best Results:First apply a clear base coat to prevent your nails from yellowing and to help your nail color last longer. Choose a base shade and with one sweep, paint the first line of nail polish up the center of your nail starting from the base to the tip.For the cleanest look, be sure to leave a small space at the base of the nail. Then apply nail color to the rest of the nail. Pick your textured top coat and paint over your base shade for a street styled nail art look.",,nail_polish,maybelline color show nail lacquer jewel collection feature jeweled nail lacquer top coat straight show feature adorns nail textured gem effectstrendy top coat nail art designseasy flow brushformaldehyde dbp toluene freeshade range left right mosaic prism platinum adorn best result first apply clear base coat prevent nail yellowing help nail color last longer choose base shade one sweep paint first line nail polish center nail starting base tip cleanest look sure leave small space base nail apply nail color rest nail pick textured top coat paint base shade street styled nail art look
maybelline,Maybelline Color Show Nail Lacquer Veils ,"Maybelline Color Show Nail Lacquer Veils collection gives you subtle shimmers to refined glitters in colours straight from the shows!Features:Trendy top coat nail art designsEasy-flow brushFormaldehyde, DBP and Toluene freeShade Range: (left to right: Amethyst Aura, Rose Mirage, Crystal Disguise)For Best Results:First
 apply a clear base coat to prevent your nails from yellowing and to 
help your nail color last longer. Choose a base shade and with one 
sweep, paint the first line of nail polish up the center of your nail 
starting from the base to the tip.For the cleanest look, be sure
 to leave a small space at the base of the nail. Then apply nail color 
to the rest of the nail. Pick your textured top coat and paint over your
 base shade for a street styled nail art look.",,nail_polish,maybelline color show nail lacquer veil collection give subtle shimmer refined glitter colour straight show feature trendy top coat nail art designseasy flow brushformaldehyde dbp toluene freeshade range left right amethyst aura rose mirage crystal disguise best result first apply clear base coat prevent nail yellowing help nail color last longer choose base shade one sweep paint first line nail polish center nail starting base tip cleanest look sure leave small space base nail apply nail color rest nail pick textured top coat paint base shade street styled nail art look
pa  fica,Pa  fica 7 Free Nail Polish Set - Blue,"Pa  fica's new 7 Free Nail Polish is long lasting and void of many chemicals that one would find in traditional nail polish. These amazing vibrant colors go on smooth and stay put. In addition, Pa  fica has added a custom wide 100% vegan brush for easier application.Features: Dark Desert Highway1972 Pool PartyDriftIngredients: Butyl Acetate, Ethyl Acetate, Nitrocellulose, Adipic A  d/Neopentyl Glycol/Trimellitic Anhydride Copolymer, Acetyl Tributyl   trate, Isopropyl Alcohol, Styrene/Acrylates Copolymer, Stearalkonium Bentonite, n-Butyl Alcohol, Benzophenone-1, Silica, Alumina, Trimethylpentanediyl Dibenzoate, Polyvinyl Butyral MAY CONTAIN (+/-): Aluminum Powder (   77000),  s (  77499 /    77491), Red 34 Lake (   15880), Red 6 Lake (   15850), Red 7 Lake (   15850), Yellow 5 Lake (   19140), Ferric Ammonium Ferrocyanide (   77510), Mica (   77019), Blue 1 (   42090), Yellow 11 (   47000), Titanium",,nail_polish,pa  fica new free nail polish long lasting void many chemical one would find traditional nail polish amazing vibrant color go smooth stay put addition pa  fica added custom wide vegan brush easier application feature dark desert highway pool partydriftingredients butyl acetate ethyl acetate nitrocellulose adipic a  d neopentyl glycol trimellitic anhydride copolymer acetyl tributyl   trate isopropyl alcohol styrene acrylate copolymer stearalkonium bentonite butyl alcohol benzophenone silica alumina trimethylpentanediyl dibenzoate polyvinyl butyral may contain aluminum powder            red lake    red lake    red lake    yellow lake    ferric ammonium ferrocyanide    mica    blue    yellow    titanium
l'oreal,L'Oreal Colour Riche Gold Dust Nail Colour,"L'Oreal Colour Riche® presents a new luxurious 3D texture for your nails. In a 
few strokes, achieve a textured nail finish with specks of sparkle for 
the ultimate chic look.",,nail_polish,oreal colour riche present new luxurious texture nail stroke achieve textured nail finish speck sparkle ultimate chic look
l'oreal,L'Oreal Extraordinaire Gel Lacque Nail Colour,"L’Oréal Paris introduces the Extraordinaire Gel-Lacque 1-2-3 system for perfectly shaped, volumized nails and rich, ultra-glossy colour.This is a three-step nail system: GEL-PRIMER - Apply 1 coat of gel primer to build volume and prepare nails for optimized colour pay-off.GEL-COLOUR - Apply 2 coats of gel colour. Achieve rich, glossy colour and plumped-up nails.GEL-GLAZE - Apply 1 coat of gel glaze. Achieve incredible shine.",,nail_polish,al paris introduces extraordinaire gel lacque system perfectly shaped volumized nail rich ultra glossy colour three step nail system gel primer apply coat gel primer build volume prepare nail optimized colour pay gel colour apply coat gel colour achieve rich glossy colour plumped nail gel glaze apply coat gel glaze achieve incredible shine
pa  fica,7 Free Nail Polish Set - Red,"Pa  fica's new 7 Free Nail Polish is long lasting and void of many chemicals that one would find in traditional nail polish. These amazing vibrant colors go on smooth and stay put. In addition, Pa  fica has added a custom wide 100% vegan brush for easier application.Colours Included: Blushing BunniesRed Red Wine  nnamon GirlIngredients: Butyl Acetate, Ethyl Acetate, Nitrocellulose, Adipic A  d/Neopentyl Glycol/Trimellitic Anhydride Copolymer, Acetyl Tributyl   trate, Isopropyl Alcohol, Styrene/Acrylates Copolymer, Stearalkonium Bentonite, n-Butyl Alcohol, Benzophenone-1, Silica, Alumina, Trimethylpentanediyl Dibenzoate, Polyvinyl Butyral MAY CONTAIN (+/-): Aluminum Powder (   77000),  s (  77499 /    77491), Red 34 Lake (   15880), Red 6 Lake (   15850), Red 7 Lake (   15850), Yellow 5 Lake (   19140), Ferric Ammonium Ferrocyanide (   77510), Mica (   77019), Blue 1 (   42090), Yellow 11 (   47000), Titanium",,nail_polish,pa  fica new free nail polish long lasting void many chemical one would find traditional nail polish amazing vibrant color go smooth stay put addition pa  fica added custom wide vegan brush easier application colour included blushing bunniesred red wine  nnamon girlingredients butyl acetate ethyl acetate nitrocellulose adipic a  d neopentyl glycol trimellitic anhydride copolymer acetyl tributyl   trate isopropyl alcohol styrene acrylate copolymer stearalkonium bentonite butyl alcohol benzophenone silica alumina trimethylpentanediyl dibenzoate polyvinyl butyral may contain aluminum powder            red lake    red lake    red lake    yellow lake    ferric ammonium ferrocyanide    mica    blue    yellow    titanium
china glaze,China Glaze Nail Lacquer ,"China Glaze's ​unique lacquers contain China Clay as a nail hardener, the same material
 that gives porcelain its shiny finish.  These glossy lacquers work in 
perfect cohesion with their professional nail treatments for lasting 
strength, durability and overall gorgeous nails.China Glaze Nail Laquers are free of DBP, Toulene and added Formaldehyde.",,nail_polish,china glaze unique lacquer contain china clay nail hardener material give porcelain shiny finish glossy lacquer work perfect cohesion professional nail treatment lasting strength durability overall gorgeous nail china glaze nail laquers free dbp toulene added formaldehyde
essie,Essie Encrusted Nail Polish Collection,"Get intricate, multi-dimensional, spectacularly ornate caviar nails with Essie Encrusted Nail Polish Collection. With 
all the fine detail of the most fan  ful gem-encrusted jewel, these stunning shades take manicures to a whole new richly-sculpted dimension.Shade Range:Belugaria - live like a czarina. this richly ornamented jet black nail lacquer is laced with highly textured matte glitter with flashes of rainbow holographicsPeak of Chic - ascend the pinnacle of fashion and freeze your 
well-manicured assets in this alpine white holographic polish with icy 
crystal fringeOn a Silver Platter - violet holographic glitter and antique 
silver add bold contrast to this pearlescent gold polish that proclaims:
 the world is yours for the takingLots of Lux - pile on the opulence and perfect the art of manicure
 maximalism in this shimmering blue lapis lazuli lacquer with a sleek 
matte finishIgnite the Night - the s  ntillating light from this sparkling hematite nail lacquer with a superfine matte finish fans the flames of passion for luxurious fashionHors d'Oeuvres - nothing says extravagance like this delightful 
confection of platinum gold nail polish with a touch of iridescent 
silver glitter",,nail_polish,get intricate multi dimensional spectacularly ornate caviar nail essie encrusted nail polish collection fine detail fan  ful gem encrusted jewel stunning shade take manicure whole new richly sculpted dimension shade range belugaria live like czarina richly ornamented jet black nail lacquer laced highly textured matte glitter flash rainbow holographicspeak chic ascend pinnacle fashion freeze well manicured asset alpine white holographic polish icy crystal fringeon silver platter violet holographic glitter antique silver add bold contrast pearlescent gold polish proclaims world takinglots lux pile opulence perfect art manicure maximalism shimmering blue lapis lazuli lacquer sleek matte finishignite night s  ntillating light sparkling hematite nail lacquer superfine matte finish fan flame passion luxurious fashionhors oeuvre nothing say extravagance like delightful confection platinum gold nail polish touch iridescent silver glitter
revlon,Revlon Transforming Effects Top Coats," Transform your mani with these unique Transforming Effects Top Coats from Revlon.  Bold glazes and alluring textures 
instantly transform your manicure. Wear over your favourite Nail 
Enamel to create unique effects.
Shades:",,nail_polish,transform mani unique transforming effect top coat revlon bold glaze alluring texture instantly transform manicure wear favourite nail enamel create unique effect shade
sante,Sante Nail Polish,"The colours of Sante nail polish range from a gentle glow to bold statement colors, and are very skin-friendly. Quick-drying, long-lasting and resistant. Incomparable variety of colors
 and remarkably wearable: no formaldehyde, toluene or rosin. Not tested on animals.Jewel toned shades like Metallic Lavender by Sante make fall beauty a breeze. For more green fall beauty essentials, check out our blog, The Well!",,nail_polish,colour sante nail polish range gentle glow bold statement color skin friendly quick drying long lasting resistant incomparable variety color remarkably wearable formaldehyde toluene rosin tested animal jewel toned shade like metallic lavender sante make fall beauty breeze green fall beauty essential check blog well
pure anada,Pure Anada Princess Cosmetics Sugar Plum Kit ,"This little cosmetics kit is pure and pretty glamour for little princesses!Pure Anada Princess Cosmetics Kit contains eco-friendly, non-toxic formulas that are safe and healthy for the whole kingdom!This kit includes: a natural shimmering lip balm, non-toxic, water-based nail polish and a mineral shimmer powder. Ingredients:Shimmer Powder: Mica,    s, Ultramarines, May contain: Titanium Di  (NOT  o-sized particles)Lip Shimmer: Organic
 Sunflower Oil, Organic Shea Butter, Beeswax, Candelilla Wax, Mica,  
  s, Coconut Oil, Stevia Leaf Extract, Vitamin E (gluten free), 
Essential oil (peppermint,   nnamon, vanilla OR lemon)Nail Polish:
 Water, Acrylates Copolymer, Butoxy Diglycol, Methylisothiazolinone, 
Hydroxxethylcellulose, Mineral Pigments:  Ultramarines,    , 
Titanium Di , Mica, OR Chromium Hydr  Green",,nail_polish,little cosmetic kit pure pretty glamour little princess pure anada princess cosmetic kit contains eco friendly non toxic formula safe healthy whole kingdom kit includes natural shimmering lip balm non toxic water based nail polish mineral shimmer powder ingredient shimmer powder mica     ultramarine may contain titanium di   o sized particle lip shimmer organic sunflower oil organic shea butter beeswax candelilla wax mica     coconut oil stevia leaf extract vitamin gluten free essential oil peppermint   nnamon vanilla lemon nail polish water acrylate copolymer butoxy diglycol methylisothiazolinone hydroxxethylcellulose mineral pigment ultramarine     titanium di  mica chromium hydr  green
l'oreal,L'Oreal Paris Colour Riche Collection Exclusive Nail Colour,"Your dream colour is now at your fingertips with Colour Riche® Nail 
Colour. L'Oreal's formula delivers intense, luxurious colour and up to 10 days
 of shine. This collection includes signature nude shades by L'Oreal's dazzling spokeswomen. The shades are custom-made to match various skin tones and 
haircolour.",,nail_polish,dream colour fingertip colour riche nail colour oreal formula delivers intense luxurious colour day shine collection includes signature nude shade oreal dazzling spokeswoman shade custom made match various skin tone haircolour
maybelline,Maybelline Color Show Nail Lacquer ,"High fashion meets high-art. With Maybelline Color Show Nail Lacquer PolkaDots Collection you get 3D nail design for your fingertips!Features: 
Creates Hollywood-worthy spe  al effectsChip-resistant formula Easy-flow brushFormaldehyde, DBP and Toluene freeShade Range: 
",,nail_polish,high fashion meet high art maybelline color show nail lacquer polkadots collection get nail design fingertip feature creates hollywood worthy spe  al effectschip resistant formula easy flow brushformaldehyde dbp toluene freeshade range
pure anada,Pure Anada Princess Cosmetics Be Mine Kit ,"This little cosmetics kit is pure and pretty glamour for little princesses!Pure Anada Princess Cosmetics Kit contains eco-friendly, non-toxic formulas that are safe and healthy for the whole kingdom!This kit includes: a natural shimmering lip balm, non-toxic, water-based nail polish and a mineral shimmer powder. Ingredients:Shimmer Powder: Mica,    s, Ultramarines, May contain: Titanium Di  (NOT  o-sized particles)Lip Shimmer: Organic Sunflower Oil, Organic Shea Butter, Beeswax, Candelilla Wax, Mica,    s, Coconut Oil, Stevia Leaf Extract, Vitamin E (gluten free), Essential oil (peppermint,   nnamon, vanilla OR lemon)Nail Polish: Water, Acrylates Copolymer, Butoxy Diglycol, Methylisothiazolinone, Hydroxxethylcellulose, Mineral Pigments:  Ultramarines,    , Titanium Di , Mica, OR Chromium Hydr  Green",,nail_polish,little cosmetic kit pure pretty glamour little princess pure anada princess cosmetic kit contains eco friendly non toxic formula safe healthy whole kingdom kit includes natural shimmering lip balm non toxic water based nail polish mineral shimmer powder ingredient shimmer powder mica     ultramarine may contain titanium di   o sized particle lip shimmer organic sunflower oil organic shea butter beeswax candelilla wax mica     coconut oil stevia leaf extract vitamin gluten free essential oil peppermint   nnamon vanilla lemon nail polish water acrylate copolymer butoxy diglycol methylisothiazolinone hydroxxethylcellulose mineral pigment ultramarine     titanium di  mica chromium hydr  green
essie,Essie Nail Colour Cashmere Matte Collection,"With a satin-matte texture and a subtle but spellbinding 
micro-iridescent finish, this Essie Nail Colour Cashmere Matte Collection is sure to inspire you to epic 
fashion heights.Features:Soft matte finish with reflective pearl colorLuxurious neutral color palette inspired by rich cashmereFor best results, use without a top coatShades (left to right): Comfy in Cashmere, Wrap Me Up, Just Stitched, All Eyes on Nude, Coat Couture, Spun in Luxe",,nail_polish,satin matte texture subtle spellbinding micro iridescent finish essie nail colour cashmere matte collection sure inspire epic fashion height feature soft matte finish reflective pearl colorluxurious neutral color palette inspired rich cashmerefor best result use without top coatshades left right comfy cashmere wrap stitched eye nude coat couture spun luxe
revlon,Revlon Top Speed Enamel Nail,"Revlon Top Speed's patented formula
 delivers  amazingly quick color, with a built-in topcoat that rises to 
the surface for a glossy, ultra smooth manicure- that sets in 60 
seconds.  The ColorPre  se brush ensures even, smooth, salon quality 
application every time.
",,nail_polish,revlon top speed patented formula delivers amazingly quick color built topcoat rise surface glossy ultra smooth manicure set second colorpre  se brush ensures even smooth salon quality application every time
